60.0009 45560
60.0009 46096
60.0009 46632
60.0018 45560
60.0018 46096
60.0018 46632
60.0028 45560
60.0028 46096
60.0028 46632
60.0037 45560
60.0037 46096
60.0037 46632
60.0047 45560
60.0047 46096
60.0047 46632
60.0056 45560
60.0056 46096
60.0056 46632
60.0066 45560
60.0066 46096
60.0066 46632
60.0075 45560
60.0075 46096
60.0075 46632
60.0084 45560
60.0084 46096
60.0084 46632
60.0094 45560
60.0094 46096
60.0094 46632
60.0103 45560
60.0103 46096
60.0103 46632
60.0113 45560
60.0113 46096
60.0113 46632
60.0122 45560
60.0122 46096
60.0122 46632
60.0132 45560
60.0132 46096
60.0132 46632
60.0141 45560
60.0141 46096
60.0141 46632
60.015 45560
60.015 46096
60.015 46632
60.016 45560
60.016 46096
60.016 46632
60.0169 45560
60.0169 46096
60.0169 46632
60.0179 45560
60.0179 46096
60.0179 46632
60.0188 45560
60.0188 46096
60.0188 46632
60.0198 45560
60.0198 46096
60.0198 46632
60.0207 45560
60.0207 46096
60.0207 46632
60.0217 45560
60.0217 46096
60.0217 46632
60.0217 47168
60.0226 46096
60.0226 46632
60.0226 47168
60.0235 46096
60.0235 46632
60.0235 47168
60.0245 46096
60.0245 46632
60.0245 47168
60.0254 46096
60.0254 46632
60.0254 47168
60.0264 46096
60.0264 46632
60.0264 47168
60.0273 46096
60.0273 46632
60.0273 47168
60.0283 46096
60.0283 46632
60.0283 47168
60.0292 46096
60.0292 46632
60.0292 47168
60.0302 46096
60.0302 46632
60.0302 47168
60.0311 46096
60.0311 46632
60.0311 47168
60.032 46096
60.032 46632
60.032 47168
60.033 46096
60.033 46632
60.033 47168
60.0339 46096
60.0339 46632
60.0339 47168
60.0349 46096
60.0349 46632
60.0349 47168
60.0358 46096
60.0358 46632
60.0358 47168
60.0368 46096
60.0368 46632
60.0368 47168
60.0377 46096
60.0377 46632
60.0377 47168
60.0386 46096
60.0386 46632
60.0386 47168
60.0396 46096
60.0396 46632
60.0396 47168
60.0405 46096
60.0405 46632
60.0405 47168
60.0415 46096
60.0415 46632
60.0415 47168
60.0424 46096
60.0424 46632
60.0424 47168
60.0434 46096
60.0434 46632
60.0434 47168
60.0443 46096
60.0443 46632
60.0443 47168
60.0453 46096
60.0453 46632
60.0453 47168
60.0462 46096
60.0462 46632
60.0462 47168
60.0471 46096
60.0471 46632
60.0471 47168
60.0481 46096
60.0481 46632
60.0481 47168
60.049 46096
60.049 46632
60.049 47168
60.05 46096
60.05 46632
60.05 47168
60.0509 46096
60.0509 46632
60.0509 47168
60.0519 46096
60.0519 46632
60.0519 47168
60.0528 46096
60.0528 46632
60.0528 47168
60.0538 46096
60.0538 46632
60.0538 47168
60.0547 46096
60.0547 46632
60.0547 47168
60.0556 46096
